language,question,document_title,document,document_answer_region
japanese,"['アレキサンダー・アルベルト・カブレラが初めて所属した球団は', '？']",['アレックス・カブレラ'],"['1991年5月1日にシカゴ・カブスとマイナー契約を結ぶ。1992年からメジャーリーグ傘下で5年間プレーするも、A+級が最高だった', '。']",-3
japanese,['リーマンショックはいつ起きた'],['リーマン・ショック'],"['リーマン・ショック</b', '>', 'は、2008年9月15日に、アメリカ合衆国の投資銀行であるリーマン・ブラザーズ・ホールディングス（Transclusion', 'error', ':', '{', '{', 'En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace', '.', 'Use', '{', '{', 'lang', '-', 'en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead', '.', '）が経営破綻したことに端を発して、連鎖的に世界規模の金融危機が発生した事象を総括的によぶ', '。']",-3
japanese,"['スピードスケートはどこで発祥したスポーツですか', '？']",['フィギュアスケートの歴史'],"['時代が下り中世以降は、オランダのフリースラント州やイギリスのケンブリッジシャー州付近などの沼沢地帯でスケートは発展していった。オランダでは、12世紀ごろから運河の建設が行われていたこともあり、17世紀には既に都市と都市とを網の目のように結ぶほど運河が発達した。この運河が結氷するとアイスリンク代わりとなり、スケートはあらゆる階層の人々の娯楽として発展していった。しかし、娯楽としてのスケートの発展とともに農民階級と貴族階級とではスケートに対する考え方の違いが生まれていく。目的地に向かってできるだけ早く到着することを重視した農民階級に対し、貴族階級では優雅さや芸術性を重んじた。やがて貴族階級の人々は、両腕を組み背筋を伸ばして滑走する独特の滑走術を生み出し、このオランダ貴族の滑走術はヨーロッパ各地の貴族階級に広がっていった。ここにスピードスケートとフィギュアスケートの分岐を見ることが出来る', '。']",-3
japanese,"['ハプスブルク家の始祖は誰ですか', '？']",['ハプスブルク家'],"['ハプスブルク家はスイス北東部（バーゼル近郊）のライン川上流域を発祥地とする。ハプスブルク家の祖先はおそらく10世紀に存在したのグントラム金満公であり、その遠祖は初期中世にアルザスにいたエティション家', '[4]の祖の上アルザス伯[5]に遡り、ハプスブルク家はエティション家の分家である[4]。グントラムの孫であるクレットガウ伯ラートボトが1020年から30年頃にハビヒツブルク城を築いたといわれる。この城はその後ハプスブルク城と呼ばれるようになった。城は現在のスイスのカントンアールガウ州にあるが、名称の起源は不明である', '。']",-3
japanese,"['カタルーニャはどこの国に属する', '？']",['カタルーニャ独立宣言'],"['カタルーニャ独立宣言（カタルーニャどくりつせんげん、Catalan', ':', 'Declaració', ""d'Independència"", 'de', 'Catalunya、Spanish', ':', 'Declaración', 'de', 'Independencia', 'de', 'Cataluña）は、スペイン内の自治州であるカタルーニャ州が独立することを宣言した文書である。2017年10月10日にカルラス・プッチダモン州首相らによって署名されたが、直後に凍結され保留状態となり、10月27日に州議会で承認された', '[1]が10月31日、スペイン高等裁判所は独立宣言の無効を宣言した[2', ']', '。']",-3
japanese,"['セロハンテープはいつ開発された', '？']",['セロハンテープ'],"['1930年、アメリカ合衆国の3M社によって開発された', '[1]。元々は、荷物を輸送中の湿気から守るために、防湿効果のあるセロファンを活用しようとしたものだが、この用途では製品化されず、テープでの製品化となった', '。']",-3
japanese,['中国から日本に仏教が伝来したのはいつ'],['日本の仏教'],"['『', '日本書紀』によると、仏教が伝来したのは飛鳥時代、552年（欽明天皇13年）に百済の聖王（聖明王）により釈迦仏の金銅像と経論他が献上された時だとされている。しかし、現在では『上宮聖徳法王帝説』（聖徳太子の伝記）の「志癸島天皇御世', '戊午年十月十二日」や『元興寺伽藍縁起』（元興寺の成り立ち・変遷を記述したもの）の「天國案春岐廣庭天皇七年歳戊午十二月」を根拠に538年（戊午年、宣化天皇3年）に仏教が伝えられたと考える人が多いようである。歴史の教科書にはこちらの年号が載っている（詳細は仏教公伝を参照', '）', '。']",-3
japanese,"['オルランド・ディ・ラッソはどこ出身', '？']",['オルランド・ディ・ラッソ'],"['生年は1532年頃とされているが厳密には不明。しかし、この時代の作曲家にしては珍しく出生地が分かっており現ベルギー、エノー州のモンスに生まれている。通称から割り出された氏名はローラン・ドゥラットル（Roland', 'Delattre）。生い立ちに関する資料に乏しいが、確証のない逸話がいくつも伝えられており、中でも最も有名なものは、あまりの比類ない美声に3度も誘拐されてイタリアに辿り着いたというものである。12歳の時にフェランテ・ゴンザーガに連れられ、北海湾岸のネーデルラントを旅立ち、マントヴァとシチリア、そして（1547年から1549年まで）ミラノに足を運ぶ。ミラノ在留中にマドリガーレ作曲家のオステ・ダ・レッジョ（Hoste', 'da', 'Reggio）の面識を得て、初期の作曲様式に影響を受ける', '。']",-3
japanese,"['リッグス銀行の創始者は誰', '？']",['ジョージ・ピーボディ'],"['ピーボディの友人コーコランとエリシャの息子ジョージ・ワシントン・リッグスは1836年にリッグス銀行を創設している', '。']",-3
japanese,['ベルギーの首都はどこ'],['ベルギー'],"['\n', 'ベルギー王国（ベルギーおうこく）、通称', '<', 'b', 'data', '-', 'parsoid=\'{""dsr"":', '[1964,1974,3,3]}\'>ベルギー</b>は、西ヨーロッパに位置する連邦立憲君主制国家。隣国のオランダ、ルクセンブルクと合わせてベネルクスと呼ばれる。首都ブリュッセル（ブリュッセル首都圏地域）は欧州連合（EU）の主要機関の多くが置かれているため、""EUの首都""とも言われており、その通信・金融網はヨーロッパを越えて地球規模である。憲法上の首都は、19の基礎自治体から成るブリュッセル首都圏の自治体の一つ、ブリュッセル市である', '。']",-3
japanese,['テキサス・インスツルメンツはいつ設立された'],['テキサス・インスツルメンツ'],"['1930年に前身である石油探査会社ジオフィジカルサービス(GSI)として米国テキサス州に設立。1951年にGSI社のエレクトロニクス部門を中心に再編成が行われ、テキサス・インスツルメンツ社と改称。1950年に世界初のシリコン型トランジスタを製品化、1954年にI.D.E.A.社とトランジスタラジオを開発、1958年に集積回路を発明、1967年に携帯型IC電卓を発明。1970年にTTL汎用ロジックICとして広く普及する7400型を発表。1973年にマイクロコントローラの特許を取得。その後、世界25ヶ国以上に製造・販売拠点を有する国際的な半導体企業であり、デジタル情報家電、ワイヤレス、ブロードバンド市場に欠かせないデジタル信号処理を行うDSPと、それに関連するアナログIC、マイクロコントローラを主力製品としている。2018年現在、アナログICの世界最大手', '。']",-3
japanese,"['『', 'ケロロ軍曹』の連載はいつ始まった', '？']",['ケロロ軍曹'],"['『', '月刊少年エース』（角川書店、以下『少年エース』）にて現在連載中。1998年に読み切り「ケロロぐんそー」を発表（詳細は後述）。同誌1999年4月号より連載が開始。単行本は2017年4月現在、28巻まで発刊されている。累計発行部数は1400万部', '。']",-3
japanese,['ルイジアナ州に西欧人が到達したのはいつ'],['ルイジアナ州'],"['\n', '1528年にスペインのパンフィロ・デ・ナルバエスが率いた探検隊がミシシッピ川河口に到達した。1542年にはエルナンド・デ・ソトのスペイン探検隊が、ルイジアナの北部と西部を通り（カド族やトゥニカ族と遭遇した）、その後の1543年にはミシシッピ川を下ってメキシコ湾に達していた。しかしスペインはその後長い間この地域を放置したままだった。17世紀後半、フランス人とフランス系カナダ人の遠征隊が地域支配と宗教及び交易の目的を持ってミシシッピ川とメキシコ湾岸に拠点を築いた', '。']",-3
japanese,"['日本国有鉄道はいつ設立された', '？']",['日本国有鉄道'],"['鉄道開業以来、国営事業として鉄道省などの政府官庁によって経営されていた国有鉄道事業を、独立採算制の公共事業として承継する国の事業体として1949年（昭和24年）6月1日に発足した。すなわち、日本国有鉄道は当時の運輸省の外郭団体であった', '。']",-3
japanese,"['ウィトゲンシュタインがバートランドラッセルに出会ったのはどこ', '？']",['ルートヴィヒ・ウィトゲンシュタイン'],"['ケンブリッジ大学・トリニティ・カレッジのバートランド・ラッセルのもとで哲学を学ぶが', '[1]、第一次世界大戦後に発表された初期の著作『論理哲学論考』に哲学の完成をみて哲学の世界から距離を置く。その後、オーストリアに戻り小学校教師となるが、生徒を虐待したとされて辞職。トリニティ・カレッジに復学してふたたび哲学の世界に身を置くこととなる。やがて、ケンブリッジ大学の教授にむかえられた彼は、『論考』での記号論理学中心、言語間普遍論理想定の哲学に対する姿勢を変え、コミュニケーション行為に重点をずらしてみずからの哲学の再構築に挑むが、結局、これは完成することはなく、癌によりこの世を去る。62歳。生涯独身であった。なお、こうした再構築の試みをうかがわせる文献として、遺稿となった『哲学探究』がよく挙げられる。そのため、ウィトゲンシュタインの哲学は、初期と後期が分けられ、異なる視点から考察されることも多い', '。']",-3
japanese,['ルイジアナ州で最大の都市は何'],['ルイジアナ州'],"['\n', 'ルイジアナ州（）は、アメリカの南部の州である。アメリカ合衆国50州の中で、陸地面積では第31位、人口では第25位である', '。', '\n', '州都はバトンルージュ市、最大の都市はニューオーリンズ市である。元フランス領であったが、1812年、アメリカ合衆国の州になった。民法はナポレオン法典が用いられる。また州の下の行政区画として、他州で用いられるカウンティ（county、郡）のかわりにパリッシュ（parish、キリスト教の小教区を意味したが、現在は行政小教区', 'civil', 'parishで、日本語ではカウンティ相当として「郡」と訳している）が用いられるのもフランス植民地時代の影響である。パリッシュがカウンティ相当として使われるのはアメリカではルイジアナ州のみである', '。']",-3
japanese,['世界で初めて原子爆弾の開発に成功したのはどこ'],['核兵器の歴史'],"['ロスアラモスを模したソ連の都市、サロフでは物理学者のユーリ・ハリトンが原爆開発の科学的な指揮を取った。しかし、監督者たるベリヤは科学者たちのことも、集められたスパイの情報も信用していなかった。そのため、ベリヤは複数の科学者チームを', '(', '互いにそうとは知らせずに', ')', '同じタスクに割り当てさせ、もしそれぞれが違う結果に至った場合のみ、彼らを互いに引き会わせ結果を議論させた。彼は研究の進行状況の二重確認のために科学者たちの間にスパイをもぐりこませたという。また、ベリヤは効率的な原爆の設計ではなくアメリカによって成功が確かめられた、ファットマン型の原爆を開発することを決定した', '。']",-3
japanese,"['ウィリアム・シェイクスピアの悲劇『ハムレット』の初演はどの劇場で行われましたか', '？']",['シェイクスピアの上演'],"['シェイクスピアが初期に作品を書いた劇団は、はっきりとは知られていない', '[4]。『タイタス・アンドロニカス』の1954年版のタイトルページは3つの異なる劇団により演じられていたことを明らかにした[5]。テムズ川の北のショアディッチにあるシアター座とカーテン座にて、ロンドンの人々は『ヘンリー四世』の一部を見るために群がった[6]。シアター座の家主は、その劇団との契約を更新しないことを発表した。その団体は劇場を解体し、その木材をグローブ座を建設するのに使用した。サザークのテムズ川の南側の土手に俳優のために俳優によって初のロンドンの劇場が建てられた[7]。グローブ座は1599年の秋にオープンした。それにともない『ジュリアス・シーザー』は初上演された作品のひとつだった。『ハムレット』、『オセロ', '』', '、', 'そして『リア王』を含むシェイクスピアの最も素晴らしい1599年の後の戯曲はグローブ座のために書かれた', '[8', ']', '。']",-3
japanese,['エンリケ・イグレシアスはいつ生まれた'],['エンリケ・イグレシアス'],"['エンリケ・イグレシアス（Enrique', 'Iglesias、1975年5月8日', '-', '）', 'は、スペイン・マドリード出身、アメリカ合衆国・マイアミ在住の歌手。グラミー賞、ラテン・グラミー賞、ビルボード・ミュージック・アワード、アメリカン・ミュージック・アワード、ワールド・ミュージック・アワードなどを受賞している。ヒット曲の中でも日本ではトヨタ・MR', '-', 'Sのコマーシャルに使用され西城秀樹もカバーした『Bailamos』と、恋するトップレディの主題歌であった『Hero』が有名', '。']",-3
japanese,"['平田紡績はいつ設立した', '？']",['平田紡績'],"['1868年（慶應4年）に、桑名藩領（富田一色村）出身の海運業者の初代平田佐次郎が、平田商店</b', '>', 'の名で創業した。名称は', '<', 'b', 'data', '-', 'parsoid=\'{""dsr"":', ""[583,593,3,3]}'>平田製網→旭製網→平田製網→平田紡績→平田漁網製造→平田紡績</b>と変遷がある。綿糸から漁網までの一環製造を行い、第二次世界大戦期までは漁網生産高日本一の企業であった。1986年（昭和61年）地産グループに買収され、1987年（昭和62年）ヒラボウ</b>に社名を変更、2001年（平成13年）ビーエスエル"", '(', 'BSL', ')', 'に改称、2006年（平成18年）Oakキャピタル</b', '>', 'と順次改称した。三重県四日市市から東京都港区へ本社を移転した。函館漁網工場・八戸仕立て漁網工場・四日市漁網工場・四日市紡績工場を閉鎖して、分社化を行なった。投資事業を行う投資顧問会社・パン製造販売事業・コーヒー製造販売事業・食品加工を行う食品事業など別の新しい事業に参入した。漁網生産をする製網業を中心とする繊維事業からは撤退した', '。', '\u3000']",-3
japanese,"['マルティン・ルーサー・キング・ジュニアはいつ死んだ', '？']",['マーティン・ルーサー・キング・ジュニア'],"['1968年4月4日に遊説活動中のテネシー州メンフィスにあるメイソン・テンプルで', '“', 'en', ':', ""I've"", 'Been', 'to', 'the', 'Mountaintop”（私は山頂に達した）と遊説。その後メンフィス市内にあるロレイン・モーテルの306号室前のルコニーでその夜の集会での演奏音楽の曲目を打ち合わせ中に、白人男性で累犯のならず者、ジェームズ・アール・レイに撃たれる。弾丸は喉から脊髄に達し病院に搬送されたが、間もなく死亡した。墓標には「ついに自由を得た」と穿たれている。レイは国外に逃亡し、数ヵ月後、ロンドンのヒースロー空港で逮捕され、懲役99年の判決を受ける。その後、彼は服役中の1998年4月23日にC型肝炎による腎不全で死去した', '[8', ']', '。']",-3
japanese,"['司馬遼太郎の最期の作品は何', '？']",['司馬遼太郎'],"['1996年（平成8年）1月、「街道をゆく', '\u3000', '濃尾参州記」の取材を終え、連載中の2月10日深夜に吐血して倒れ、国立大阪病院（現：国立病院機構大阪医療センター）に入院。2日後の2月12日午後8時50分、腹部大動脈瘤破裂のため死去した。。同日は「菜の花忌」と呼ばれている。死去した国立大阪病院は、奇しくも『花神』で書いた大村益次郎が死去した場所であった。絶筆「濃尾参州記」は未完となった。親族・関係者による密葬を経て、3月10日に大阪市内のホテルで「司馬太郎さんを送る会」が行われ、約3,000人が参列した。法名は、「望院釋淨定」。政府から従三位を追賜された', '。']",-3
japanese,['初めて開発されたテーブルトークRPGは何'],['テーブルトークRPG'],"['「', 'テーブルトークRPG」は日本での造語（和製英語）であり', '[2]、日本と韓国以外では通用しない。1974年に世界初のロールプレイングゲームである『ダンジョンズ&ドラゴンズ』（以下、『D&D』）が発売され[注', '1]、1981年には世界最初のコンピュータRPGである『ウィザードリィ』がApple', 'II向けに発売された。しかし、日本では『D&D』よりも先に『ウィザードリィ』をはじめ、『ハイドライド』『ザ・ブラックオニキス』『夢幻の心臓』『ドラゴンスレイヤー』などの国産コンピュータRPGが人気となったこと、そして1986年にエニックス（現在のスクウェア・エニックス）からファミリーコンピュータ向けに発売された『ドラゴンクエスト』が大ヒットした', '[注', '2]という経緯から、日本ではRPGと言えばコンピュータRPGを指すのが一般的であるため', '、', '元来のRPGをコンピュータRPGと区別する呼称としてこの言葉が普及した。英語圏では、特にコンピュータRPGと区別するため、テーブルトップRPG（tabletop', 'RPG）と呼称する場合がある', '[3', ']', '。']",-3
japanese,"['ジギスムントはいつ生まれた', '？']","['ジギスムント', '(', '神聖ローマ皇帝', ')']","['\n', 'ジギスムント（Sigismund', ',', '1368年2月15日', '-', '1437年12月9日', '[1]）は、神聖ローマ帝国のローマ皇帝。ルクセンブルク家で3人目の皇帝（在位：1433年', '-', '1437年）、4人目のローマ王（在位：1410年', '-', '1437年）である。また、ルクセンブルク公（在位：1378年', '-', '1388年）、ブランデンブルク選帝侯（在位：1378年', '-', '1388年、1411年', '-', '1415年）、ハンガリー王（在位：1387年', '-', '1437年）、ボヘミア王（在位：1419年', '-', '1437年）。チェコ名は', '<', 'b', 'data', '-', 'parsoid=\'{""dsr"":', ""[1476,1487,3,3]}'>ジクムント（Zikmund）、ハンガリー名は<b"", 'data', '-', 'parsoid=\'{""dsr"":', ""[1504,1515,3,3]}'>ジグモンド（Zsigmond）、フランス名は<b"", 'data', '-', 'parsoid=\'{""dsr"":', ""[1532,1543,3,3]}'>シジスモン（Sigismond"", '）', '。']",-3
japanese,"['水戸学とはどのような学問ですか', '？']",['水戸学'],"['\n', '水戸学（みとがく）は、江戸時代に日本の常陸国水戸藩（現在の茨城県北部）で形成された政治思想の学問である。儒学思想を中心に、国学・史学・神道を結合させたもの。全国の藩校でも水戸学（水戸史学、水府学、天保学、正学、天朝正学ともいわれる）は教えられた。その「愛民」「敬天愛人」といった思想は吉田松陰や西郷隆盛をはじめとした多くの幕末の志士等に多大な感化をもたらし、明治維新の原動力となった', '。', '\n', '戦後は水戸学に基づく尊皇攘夷思想等が一定の批判を受けることがあるが、本来水戸学は非常に幅の広い学問体系を持って<!--おり、戦後の誤った歴史観から脱却するためにも、根本的な見直しが迫られて-->いる。徳川光圀の『大日本史』編纂のために集まった学者を中心としており、朱子学者が多かったが、あらゆる学派を網羅していた', '[1', ']', '。']",-3
japanese,"['ベンチュリとは何ですか', '？']",['ベンチュリ'],"['ベンチュリ（）は、流体の流れを絞ることによって、流速を増加させて、低速部にくらべて低い圧力を発生させる機構である。イタリアの物理学者にちなむ。ベンチュリ効果を応用した管を', '<', 'b', 'data', '-', 'parsoid=\'{""dsr"":', ""[350,362,3,3]}'>ベンチュリ管（Transclusion"", 'error', ':', '{', '{', 'En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace', '.', 'Use', '{', '{', 'lang', '-', 'en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead', '.', '）、計測器を', '<', 'b', 'data', '-', 'parsoid=\'{""dsr"":', ""[388,400,3,3]}'>ベンチュリ計（Transclusion"", 'error', ':', '{', '{', 'En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace', '.', 'Use', '{', '{', 'lang', '-', 'en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead', '.', '）という', '。']",-3
japanese,"['ガーナ共和国の主要農産物は何', '？']",['ガーナ'],"['カカオは1879年にテテ・クワシによって導入されたのち栽培が順調に拡大し、1911年にはガーナは世界最大の生産国となった。その後も植民地期を通じてカカオはガーナ最大の産業であり続け、1960年代中盤までその地位は揺らがなかった。しかし独立後のカカオ政策の混乱と価格低落によって生産量は急減し、コートジボワールに生産量1位の座を明け渡すこととなった。その後生産量は回復し、2013年度には生産世界第2位、ガーナ総輸出額の10.9%を占めた', '[21', ']', '。']",-3
japanese,"['ナポレオン1世の父親の職業は', '？']",['ナポレオン・ボナパルト'],"['ブオナパルテ家の先祖は中部イタリアのトスカーナ州に起源を持つ、古い血統貴族であった。それがジェノヴァ共和国の傭兵隊長としてコルシカ島に渡り16世紀頃に土着した。判事であった父カルロは、1729年に始まっていたコルシカ独立闘争の指導者パスカル・パオリの副官を務めていたが、ナポレオンが生まれる直前にフランス側に転向し、戦後に寝返りへの見返りとして報奨を受け、実質上フランス貴族と同等の権利を得た。旧ジェノヴァ共和国領であるコルシカ島には貴族制度がなかったが、新貴族としての身分を晴れて認められたことで特権を得て、フランス本国への足がかりを得た父カルロは、やがてコルシカ総督とも懇意になり、その援助でナポレオンと兄ジュゼッペ（ジョゼフ）を教育を受けさせるためにフランス本国へと送った', '。']",-3
japanese,"['化学兵器禁止条約に調印した国の数は', '？']",['化学兵器禁止条約'],"['2015年10月現在の締約国数は192カ国で、イスラエル（署名国）、北朝鮮、エジプト及び南スーダンが未締結である', '[1', ']', '。', '\n', '日本は、1993年1月13日に署名し、1995年4月の国会承認後', '1995年9月15日に批准した', '[1', ']', '。']",-3
japanese,['花山ダムはいつ完成した'],['花山ダム'],"['交渉の中で村の中心部が水没することから代替地を確保して集落ごと移転させる方式が提案され、この案が概ね了承されたことにより1955年（昭和30年）6月30日に補償交渉が妥結した。これ以後水没予定地の上流部にある座主地区に代替住宅地が造成され、役場を始め多くの施設・住宅が移転。地域発展の尊い犠牲となった。ダム本体は1957年（昭和32年）に完成し同年11月より運用を開始した', '。']",-3
japanese,"['デビアスグループの創始者は誰', '？']",['デビアス'],"['1876年、英領ケープ植民地（現在の南アフリカ共和国）のキンバリーでは98の小シンジケートが3600ものダイヤモンド採掘地を持っていた', '[注釈', '2]。1880年、セシル・ローズとチャールズ・ラッド（Charles', 'Rudd）がデビアス鉱山会社を設立した。1888年3月13日、デビアス鉱山会社はロスチャイルド家およびアルフレッド・ベイト（Alfred', 'Beit）の援助を受けてバーニー・バルナート（Barney', 'Barnato）のキンバリー・セントラル鉱山会社と合併した', '[3][注釈', '3]。新デビアス（De', 'Beers', 'Consolidated', 'Mines', 'Limited）はダイヤモンド生産の世界シェアを9割ほど握った', '[4]。1889-90年、デビアスは10社で構成されたロンドン・ダイヤモンド・シンジケートと販売契約を結び[注釈', '4]、相手方へ原石を供給した', '。']",-3
japanese,"['『', 'ハヤテのごとく!』の漫画の連載はいつ始まった', '？']","['ハヤテのごとく', '!']","['『', 'ハヤテのごとく!』（サブタイトル：Hayate', 'the', 'combat', 'butler', '[注', '1]）は、畑健二郎による日本の漫画およびそのメディアミックス作品。2004年45号から2017年20号まで『週刊少年サンデー』（小学館）にて連載された', '[注', '2]', '[1]。単行本は全52巻', '。']",-3
japanese,"['フランス革命戦争が終結したのはいつですか', '？']",['フランス革命'],"['1787年にブルボン朝の絶対王権に対する貴族の反抗に始まった擾乱は、1789年から全社会層を巻き込む本格的な革命となり、政治体制は絶対王政から立憲王政、そして共和制へと移り変わった。さらに1794年のテルミドール反動ののち退潮へ向かい、1799年にナポレオン・ボナパルトによるクーデターと帝政樹立に至る（1799年11月9日のブリュメール18日のクーデター）。一般的には1787年の貴族の反抗から1799年のナポレオンによるクーデターまでが革命期とされている', '。']",-3
japanese,['京王電鉄はいつ設立した'],['京王電鉄'],"['現在の京王電鉄の歴史は、1905年（明治38年）12月12日に、日本電気鉄道株式会社</b', '>', 'が関係官庁に電気鉄道敷設を出願したことにまで遡る。この時出願した路線は、官設鉄道蒲田駅から調布町、府中町を経て甲武鉄道立川駅に至る路線と、府中で分岐し内籐新宿に至る路線の二つであった', '。']",-3
japanese,"['ジョン・マイケル・ライトは、何年に生まれましたか', '？']",['ジョン・マイケル・ライト'],"['ジョン・マイケル・ライト（、1617年5月', '-', '1694年7月', '[2]）は17世紀に活動した肖像画家。バロック風の作品を描いた。出生地ははっきりとしておらず、イングランドとスコットランドの両方の説がある', '。']",-3
japanese,['ヒ素が発見されたのはいつ'],['ヒ素'],"['13世紀にアルベルトゥス・マグヌスにより発見されたとされる', '[18]。ヒ素の元素名（arsenic）は、黄色の顔料を意味するギリシャ語「arsenikon」に由来するといわれている[19', ']', '。']",-3
japanese,['人工衛星の打ち上げを日本が初めて成功させたのはいつ'],['日本の宇宙開発'],"['1970年2月11日、全段無誘導のL-4Sロケット5号機によって日本初の人工衛星おおすみの打ち上げに成功した。ここまで国内技術だけで、ロケットと人工衛星の打ち上げに成功した。日の丸の小旗をもって待機していた町の人々は打ち上げ成功の喜びに沸いた', '[7]。おおすみの信号は追跡に協力したアメリカによっても捕らえられたが、電池が高温で電力を失い、翌日までにはおおすみからの信号を捕らえられなくなった[8]。おおすみ自身は宇宙航空研究開発機構が設立される直前まで軌道上に存在した', '。']",-3
japanese,['パナマ共和国にスペイン人が到達したのはいつ'],['パナマの歴史'],"['1501年、ヨーロッパ人としてはじめてスペインの探検家ロドリーゴ・デ・バスティーダスがパナマを訪れ、カリブ海側ダリエン湾のポルトベロに上陸した。翌年には、クリストバル・コロンがモスキトス湾沿岸を探検している。1508年、カスティリャ王フェルナンド5世が、パナマをスペインの探検家ディエゴ・デ・ニクエサに与えた。その後、1513年にバスコ・ヌーニェス・デ・バルボア（スペイン語', 'Vasco', 'Núñez', 'de', 'Balboa）が太平洋側に到達した（ヨーロッパ人による太平洋の「発見」）。翌1514年には総督としてペドラリアス・ダビラが派遣され、1519年にはパナマ市が建設された', '。']",-3
japanese,"['山下いくとの出身はどこ', '？']",['山下いくと'],"['\n', '山下', 'いくと（やました', 'いくと、1965年', '-', '）', 'は、日本の漫画家、デザイナー。岐阜県出身。名古屋芸術大学美術学部出身。男性', '。']",-3
japanese,"['ローマ帝国はいつ設立された', '？']",['ローマ帝国'],"['ローマ帝国の起源は、紀元前8世紀中ごろにイタリア半島を南下したラテン人の一派がティベリス川（現：テヴェレ川）のほとりに形成した都市国家ローマである（王政ローマ）。当初はエトルリア人などの王を擁していたローマは、紀元前509年に7代目の王であったタルクィニウス・スペルブスを追放して、貴族（パトリキ）による共和政を布いた。共和政下では2名のコンスルを国家の指導者としながらも、クァエストル（財務官）など公職経験者から成る元老院が圧倒的な権威を有しており、国家運営に大きな影響を与えた（共和政ローマ）。やがて平民（プレブス）の力が増大し、紀元前4世紀から紀元前3世紀にかけて身分闘争が起きたが、十二表法やリキニウス・セクスティウス法の制定により対立は緩和されていき、紀元前287年のホルテンシウス法制定によって身分闘争には終止符が打たれた', '。']",-3
japanese,"['松井優征のデビュー作は何', '？']",['松井優征'],"['2001年、『ラビングデッド』で第51回天下一漫画賞審査員特別賞を受賞する。2004年、『魔人探偵脳噛ネウロ』で第12回ジャンプ十二傑新人漫画賞準入選。同時に漫画家デビューを果たす。この作品をもとに、2005年から『週刊少年ジャンプ』（集英社）誌上で『魔人探偵脳噛ネウロ』の連載を開始。『魔人探偵脳噛ネウロ』は2007年10月から2008年3月にかけてテレビアニメ化された', '。']",-3
japanese,['世界で人工衛星が初めて打ち上げられたのはいつ'],['人工衛星・宇宙探査機の年表'],"['1957年', '-', ' ', '-', '地球', '-', '成功', '-', 'スプートニク1号。人類最初の人工衛星となった', '。', '\n', '1957年', '-', ' ', '-', '地球', '-', '一部成功', '-', 'スプートニク2号。ライカ犬が搭乗した', '。', '\n', '1958年', '-', ' ', '-', '地球', '-', '成功', '-', 'エクスプローラー1号', '\n', '1958年', '-', ' ', '-', '地球', '-', '失敗', '-', 'エクスプローラー2号', '\n', '1958年', '-', ' ', '-', '地球', '-', '成功', '-', 'ヴァンガード1号。現在も軌道上に存在する最古の人工衛星', '。', '\n', '1958年', '-', ' ', '-', '地球', '-', '成功', '-', 'エクスプローラー3号', '\n', '1958年', '-', ' ', '-', '地球', '-', '成功', '-', 'エクスプローラー4号', '\n', '1958年', '-', ' ', '-', '地球', '-', '失敗', '-', 'エクスプローラー5号', '\n', '1958年', '-', ' ', '-', '地球', '-', '失敗', '-', 'Beacon', '1', '\n', '1958年', '-', ' ', '-', '月', '-', '失敗', '-', 'パイオニア1号', '\n', '1958年', '-', ' ', '-', '月', '-', '失敗', '-', 'パイオニア3号', '\n', '1958年', '-', ' ', '-', '地球', '-', '成功', '-', 'SCORE。初の通信衛星。大統領のクリスマスメッセージが放送された', '。', '\n', '1959年', '-', ' ', '-', '地球', '-', '成功', '-', 'エクスプローラー6号。軌道上から初めて地球の写真を撮影', '。', '\n', '1959年', '-', ' ', '-', '地球', '-', '成功', '-', 'エクスプローラー7号', '\n', '1959年', '-', ' ', '-', '月', '-', '一部成功', '-', 'ルナ1号。月面衝突を目指すも失敗。日心軌道に入る。太陽風を発見', '。', '\n', '1959年', '-', ' ', '-', '月', '-', '一部成功', '-', 'パイオニア4号', '\n', '1959年', '-', ' ', '-', '月', '-', '成功', '-', 'ルナ2号。月面衝突した最初の探査機', '。', '\n', '1959年', '-', ' ', '-', '月', '-', '成功', '-', 'ルナ3号。月の裏側を初めて撮影した', '。']",-3
japanese,"['水島新司のデビュー作は何', '？']",['水島新司'],"['1958年、大阪の貸本漫画出版社『日の丸文庫』の漫画短編誌『影』の新人漫画コンクールにデビュー作『深夜の客』を投稿する。評価としては次点であったが審査員の一人だった佐藤まさあきがその才能を評価し入選を強硬に主張。特別に特選二席として表彰される。その表彰式で社長の山田秀三に漫画家になりたい旨を直訴、「一年以内に漫画家になる」という条件で家族を説得し来阪する。山田宅に住み込んで日の丸文庫の編集の下働きの仕事をしながら寝る間を削って漫画を執筆、人気貸本漫画家となる。日の丸文庫では主にコメディ漫画を執筆。短編集『オッス！』シリーズや『水島新司爆笑シリーズ』、大阪のTV局製作ドラマ『番頭はんと丁稚どん』や『てなもんや三度笠』の漫画化などで人気を博す', '。']",-3
